#2.0#2022 07 07 07:36:14.636#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:26:18 UTC 2022] pause@0.0.1 /tmp/app/node_modules/pause (STDOUT, STG)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] password: '...', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] user: '14147EE7409E40D5ACA37625A7D343D4_AGCAI2IDPEFJJZSTJLNIGB9KM_RT', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] hdi_password: '...', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] hdi_user: '14147EE7409E40D5ACA37625A7D343D4_AGCAI2IDPEFJJZSTJLNIGB9KM_DT', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] schema: '14147EE7409E40D5ACA37625A7D343D4', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] url: 'jdbc:sap://bcfeed95-13a3-4186-a145-6613cb9109c5.hana.trial-us10.hanacloud.ondemand.com:443?encrypt=true&validateCertificate=true&currentschema=14147EE7409E40D5ACA37625A7D343D4', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] driver: 'com.sap.db.jdbc.Driver', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] port: '443', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] host: 'bcfeed95-13a3-4186-a145-6613cb9109c5.hana.trial-us10.hanacloud.ondemand.com', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] database_id: 'bcfeed95-13a3-4186-a145-6613cb9109c5', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.651#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] [cds] - connect to db > hana { (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] [ERROR] No or malformed credentials for auth kind "jwt-auth" (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] npm ERR! errno 1 (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] npm ERR! code ELIFECYCLE (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] npm ERR! This is probably not a problem with npm. There is likely additional logging output above. (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] npm ERR! Failed at the cpapp@1.0.0 start script. (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] npm ERR! (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] npm ERR! Exit status 1 (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] npm ERR! cpapp@1.0.0 start: `cds run` (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] npm ERR!     /home/vcap/app/.npm/_logs/2022-07-07T07_29_58_804Z-debug.log (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] npm ERR! A complete log of this run can be found in: (STDERR, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:29:58 UTC 2022] Exit status 1 (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:30:04 UTC 2022] Cell 9d4b115f-ea58-43e8-ba55-118dea4fb61d destroying container for instance 5cdbd584-73b6-41bc-713b-1408 (STDOUT, CELL)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:30:04 UTC 2022] Cell 9d4b115f-ea58-43e8-ba55-118dea4fb61d stopping instance 5cdbd584-73b6-41bc-713b-1408 (STDOUT, CELL)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:30:04 UTC 2022] Process has crashed with type: "web" (STDOUT, API)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:30:05 UTC 2022] App instance exited with guid 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b payload: {"instance"=>"5cdbd584-73b6-41bc-713b-1408", "index"=>0, "cell_id"=>"9d4b115f-ea58-43e8-ba55-118dea4fb61d", "reason"=>"CRASHED", "exit_description"=>"APP/PROC/WEB: Exited with status 1", "crash_count"=>4, "crash_timestamp"=>1657179004964734366, "version"=>"8d1ee1f3-e57e-4b7b-89ea-3fa71bbfe55d"} (STDOUT, API)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:30:05 UTC 2022] Exit status 137 (STDOUT, PROXY)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:30:05 UTC 2022] Cell 9d4b115f-ea58-43e8-ba55-118dea4fb61d successfully destroyed container for instance 5cdbd584-73b6-41bc-713b-1408 (STDOUT, CELL)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:26 UTC 2022] Cell 2ca78c77-2eb2-40c1-93c5-0b003aacec14 creating container for instance 19070ebd-6ae4-49b4-4fba-3a66 (STDOUT, CELL)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:26 UTC 2022] Cell 2ca78c77-2eb2-40c1-93c5-0b003aacec14 successfully created container for instance 19070ebd-6ae4-49b4-4fba-3a66 (STDOUT, CELL)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:27 UTC 2022] Downloading droplet... (STDOUT, CELL)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:29 UTC 2022] Starting health monitoring of container (STDOUT, CELL)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:29 UTC 2022] Downloaded droplet (41.3M) (STDOUT, CELL)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:29 UTC 2022] > cds run (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:29 UTC 2022] > cpapp@1.0.0 start /home/vcap/app (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] [0m (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] ./srv/csn.json (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] [2m (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] [cds] - model loaded from 1 file(s): (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] } (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] certificate: '...' (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] password: '...', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] user: '14147EE7409E40D5ACA37625A7D343D4_AGCAI2IDPEFJJZSTJLNIGB9KM_RT', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] hdi_password: '...', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] hdi_user: '14147EE7409E40D5ACA37625A7D343D4_AGCAI2IDPEFJJZSTJLNIGB9KM_DT', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] schema: '14147EE7409E40D5ACA37625A7D343D4', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] url: 'jdbc:sap://bcfeed95-13a3-4186-a145-6613cb9109c5.hana.trial-us10.hanacloud.ondemand.com:443?encrypt=true&validateCertificate=true&currentschema=14147EE7409E40D5ACA37625A7D343D4', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
[PollStageAppStatusExecution] [cpapp-srv] 7ad9b7e6-b5ba-4ebf-8117-8ab3ddc9fe9b [Thu Jul 07 07:31:30 UTC 2022] driver: 'com.sap.db.jdbc.Driver', (STDOUT, APP/PROC/WEB)#

#2.0#2022 07 07 07:36:14.652#Z#DEBUG#com.sap.cloud.lm.sl.xs2.5dd6f3d7-fdc7-11ec-a00f-eeee0a9bc6bf.cpapp-srv.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-20386###
